sex;salary-class;race;workclass;marital-status;occupation;education
Female;<=50K;White;State-gov;Never-married;Exec-managerial;Assoc-voc
Female;<=50K;White;Private;Divorced;Prof-specialty;Some-college
Female;<=50K;Asian-Pac-Islander;Private;Never-married;Sales;HS-grad
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Female;<=50K;White;Private;Never-married;Prof-specialty;Some-college
Female;<=50K;Black;Private;Separated;Other-service;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Sales;Some-college
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Exec-managerial;Masters
Male;<=50K;White;State-gov;Never-married;Other-service;Some-college
Female;<=50K;White;Private;Never-married;Other-service;10th
Male;<=50K;White;Private;Divorced;Sales;10th
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Some-college
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Transport-moving;Some-college
Female;<=50K;White;State-gov;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;11th
Male;<=50K;Black;Private;Divorced;Transport-moving;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college
Female;<=50K;White;Private;Never-married;Other-service;Some-college
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Assoc-acdm
Male;>50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Some-college
Male;>50K;White;Private;Married-civ-spouse;Other-service;HS-grad
Male;<=50K;Black;Private;Never-married;Other-service;HS-grad
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Female;<=50K;Black;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Female;<=50K;White;Private;Divorced;Tech-support;Assoc-acdm
Male;<=50K;White;Private;Never-married;Handlers-cleaners;9th
Male;<=50K;White;Private;Never-married;Other-service;11th
Female;<=50K;White;State-gov;Never-married;Prof-specialty;Doctorate
Male;>50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Assoc-voc
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college
Male;<=50K;Amer-Indian-Eskimo;Local-gov;Divorced;Prof-specialty;Masters
Female;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;Black;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;Masters
Male;<=50K;White;Private;Divorced;Craft-repair;Some-college
Male;<=50K;White;Private;Never-married;Other-service;HS-grad
Female;>50K;White;Private;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Adm-clerical;Assoc-voc
Female;<=50K;White;Private;Never-married;Tech-support;Some-college
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college
Male;>50K;White;Self-emp-not-inc;Divorced;Sales;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;Black;Private;Married-spouse-absent;Other-service;HS-grad
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Craft-repair;Some-college
Male;>50K;Asian-Pac-Islander;Private;Married-civ-spouse;Adm-clerical;Bachelors
Male;<=50K;Asian-Pac-Islander;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Some-college
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;10th
Male;>50K;White;Private;Divorced;Exec-managerial;Bachelors
Female;<=50K;White;Private;Married-civ-spouse;Transport-moving;Assoc-voc
Male;>50K;White;Federal-gov;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college
Female;<=50K;White;Private;Never-married;Sales;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Bachelors
Male;<=50K;White;Self-emp-inc;Never-married;Sales;HS-grad
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Divorced;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;11th
Male;<=50K;Black;Local-gov;Never-married;Protective-serv;HS-grad
Female;<=50K;Black;Private;Widowed;Other-service;5th-6th
Male;<=50K;White;Local-gov;Married-civ-spouse;Exec-managerial;HS-grad
Female;<=50K;White;Private;Never-married;Sales;Bachelors
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;Bachelors
Male;<=50K;White;Self-emp-not-inc;Divorced;Craft-repair;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;Black;Private;Never-married;Adm-clerical;10th
Male;<=50K;White;Private;Never-married;Craft-repair;Assoc-voc
Female;<=50K;White;Private;Never-married;Sales;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Female;<=50K;White;State-gov;Never-married;Adm-clerical;Some-college
Male;>50K;White;State-gov;Married-civ-spouse;Prof-specialty;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Female;<=50K;White;Private;Never-married;Tech-support;Some-college
Female;<=50K;White;Private;Never-married;Sales;Some-college
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad
Female;>50K;White;Private;Divorced;Prof-specialty;Doctorate
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Self-emp-not-inc;Widowed;Sales;1st-4th
Female;<=50K;White;Private;Divorced;Exec-managerial;Some-college
Female;<=50K;White;Private;Never-married;Sales;Bachelors
Female;<=50K;White;Self-emp-not-inc;Divorced;Adm-clerical;Assoc-acdm
Male;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Female;<=50K;White;Federal-gov;Never-married;Adm-clerical;HS-grad
Male;<=50K;Black;Private;Divorced;Transport-moving;HS-grad
Male;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;<=50K;White;Private;Never-married;Machine-op-inspct;11th
Male;<=50K;White;Private;Never-married;Protective-serv;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-acdm
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Prof-school
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college
Female;<=50K;Black;Private;Separated;Priv-house-serv;7th-8th
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;10th
Male;<=50K;Black;Private;Divorced;Adm-clerical;Some-college
Female;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Male;<=50K;White;State-gov;Never-married;Prof-specialty;Masters
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad
Female;>50K;White;Private;Divorced;Adm-clerical;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college
Male;<=50K;Black;Private;Divorced;Handlers-cleaners;HS-grad
Male;>50K;White;Federal-gov;Married-civ-spouse;Prof-specialty;Some-college
Male;<=50K;White;Private;Divorced;Protective-serv;Masters
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;Black;Private;Never-married;Other-service;Bachelors
Male;>50K;White;Federal-gov;Married-AF-spouse;Prof-specialty;Bachelors
Male;>50K;White;Self-emp-not-inc;Never-married;Farming-fishing;HS-grad
Female;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Divorced;Sales;Bachelors
Male;<=50K;White;Private;Divorced;Handlers-cleaners;10th
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Tech-support;Prof-school
Female;<=50K;White;Self-emp-inc;Never-married;Adm-clerical;Assoc-voc
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Adm-clerical;Assoc-voc
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Bachelors
Male;<=50K;White;Private;Divorced;Exec-managerial;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;9th
Female;<=50K;White;Private;Never-married;Prof-specialty;Assoc-acdm
Male;>50K;White;Self-emp-inc;Divorced;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;11th
Female;<=50K;White;State-gov;Divorced;Prof-specialty;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Female;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad
Male;<=50K;White;State-gov;Married-civ-spouse;Prof-specialty;Assoc-voc
Male;<=50K;White;Private;Married-spouse-absent;Machine-op-inspct;Assoc-voc
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad
Female;<=50K;White;Private;Separated;Craft-repair;HS-grad
Female;>50K;White;Private;Never-married;Prof-specialty;Some-college
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors
Female;<=50K;White;Private;Married-civ-spouse;Other-service;11th
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Assoc-voc
Female;<=50K;White;State-gov;Divorced;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Female;<=50K;White;Federal-gov;Never-married;Prof-specialty;Some-college
Female;<=50K;White;Private;Married-civ-spouse;Tech-support;Some-college
Male;>50K;White;Private;Married-civ-spouse;Sales;Assoc-acdm
Male;>50K;White;Private;Divorced;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;7th-8th
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college
Female;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Female;<=50K;White;Private;Divorced;Prof-specialty;Some-college
Female;<=50K;White;Local-gov;Never-married;Prof-specialty;Masters
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;HS-grad
Female;<=50K;White;Private;Never-married;Other-service;11th
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Female;<=50K;White;Self-emp-inc;Never-married;Adm-clerical;Some-college
Female;>50K;White;Private;Divorced;Prof-specialty;Bachelors
Male;<=50K;White;Private;Divorced;Transport-moving;7th-8th
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Other-service;Assoc-acdm
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters
Male;>50K;Black;Federal-gov;Married-civ-spouse;Adm-clerical;HS-grad
Male;<=50K;White;Private;Never-married;Other-service;10th
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;1st-4th
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors
Female;<=50K;White;Self-emp-inc;Divorced;Sales;Assoc-voc
Male;>50K;White;Self-emp-inc;Divorced;Exec-managerial;HS-grad
Female;<=50K;White;Private;Never-married;Adm-clerical;Assoc-acdm
Male;<=50K;White;Local-gov;Divorced;Prof-specialty;Bachelors
Male;<=50K;White;Private;Divorced;Exec-managerial;Bachelors
Female;<=50K;White;Private;Never-married;Exec-managerial;9th
Female;<=50K;White;Private;Married-spouse-absent;Prof-specialty;Bachelors
Male;<=50K;White;Private;Divorced;Tech-support;Masters
Male;>50K;White;Private;Married-civ-spouse;Handlers-cleaners;Bachelors
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Assoc-voc
Female;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad
Male;<=50K;White;Private;Divorced;Transport-moving;HS-grad
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad
Male;<=50K;White;Self-emp-inc;Never-married;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad
Female;<=50K;White;Local-gov;Never-married;Sales;Some-college
Female;<=50K;Black;Private;Never-married;Other-service;Assoc-acdm
Male;<=50K;Black;Private;Never-married;Prof-specialty;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;>50K;White;Local-gov;Married-civ-spouse;Adm-clerical;Masters
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Prof-school
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Never-married;Priv-house-serv;HS-grad
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Other-service;Some-college
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;HS-grad
Male;>50K;White;Private;Never-married;Exec-managerial;Masters
Female;<=50K;White;State-gov;Never-married;Other-service;Some-college
Male;<=50K;White;Private;Never-married;Farming-fishing;12th
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Female;<=50K;Black;Private;Never-married;Other-service;HS-grad
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Bachelors
Female;<=50K;White;Private;Never-married;Sales;Some-college
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad
Female;<=50K;Black;State-gov;Never-married;Prof-specialty;Bachelors
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Assoc-voc
Female;<=50K;White;Private;Never-married;Other-service;Assoc-acdm
Male;>50K;Black;State-gov;Married-civ-spouse;Exec-managerial;Prof-school
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Female;<=50K;White;Self-emp-not-inc;Widowed;Craft-repair;1st-4th
Male;<=50K;White;Self-emp-not-inc;Divorced;Farming-fishing;Assoc-voc
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Never-married;Other-service;12th
Female;<=50K;Black;Local-gov;Divorced;Exec-managerial;Bachelors
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Other-service;12th
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college
Male;>50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Some-college
Female;<=50K;White;Private;Never-married;Sales;HS-grad
Female;<=50K;White;State-gov;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Male;<=50K;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad
Female;<=50K;White;Private;Divorced;Prof-specialty;Some-college
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Prof-school
Female;<=50K;White;Private;Never-married;Other-service;11th
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Sales;Assoc-acdm
Female;<=50K;Black;Private;Never-married;Exec-managerial;Masters
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Male;<=50K;White;State-gov;Married-civ-spouse;Adm-clerical;Assoc-acdm
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Other-service;Assoc-voc
Female;>50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Bachelors
Female;<=50K;White;Private;Widowed;Other-service;Bachelors
Female;<=50K;White;Private;Never-married;Prof-specialty;HS-grad
Female;>50K;White;Local-gov;Married-civ-spouse;Adm-clerical;Assoc-acdm
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad
Female;<=50K;White;Private;Never-married;Transport-moving;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-acdm
Male;>50K;White;Private;Never-married;Prof-specialty;Masters
Male;>50K;White;Private;Never-married;Exec-managerial;Bachelors
Female;<=50K;White;Private;Divorced;Adm-clerical;Assoc-voc
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college
Female;<=50K;White;Private;Never-married;Other-service;11th
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;5th-6th
Female;<=50K;White;Local-gov;Divorced;Transport-moving;Some-college
Male;<=50K;Black;Federal-gov;Married-civ-spouse;Transport-moving;Some-college
Male;>50K;White;Self-emp-not-inc;Divorced;Sales;Bachelors
Female;<=50K;Black;Private;Divorced;Other-service;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Bachelors
Female;>50K;White;Private;Never-married;Sales;Bachelors
Male;<=50K;Black;Private;Married-civ-spouse;Craft-repair;10th
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Bachelors
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;White;Private;Never-married;Handlers-cleaners;11th
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Female;<=50K;White;Self-emp-inc;Separated;Prof-specialty;Bachelors
Male;<=50K;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college
Male;<=50K;White;Self-emp-inc;Never-married;Sales;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Divorced;Other-service;HS-grad
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Divorced;Prof-specialty;Some-college
Female;<=50K;White;Local-gov;Divorced;Adm-clerical;HS-grad
Female;<=50K;White;Private;Married-civ-spouse;Sales;Prof-school
Male;<=50K;Black;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Female;<=50K;White;Private;Divorced;Prof-specialty;Assoc-voc
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;11th
Female;>50K;White;Private;Divorced;Prof-specialty;Assoc-voc
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad
Male;<=50K;White;Local-gov;Married-civ-spouse;Protective-serv;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-voc
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Female;<=50K;White;Local-gov;Separated;Prof-specialty;Bachelors
Male;<=50K;White;Private;Never-married;Other-service;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college
Female;>50K;White;Private;Divorced;Prof-specialty;HS-grad
Female;<=50K;White;Private;Never-married;Sales;HS-grad
Male;<=50K;Black;Private;Married-civ-spouse;Handlers-cleaners;Some-college
Female;<=50K;White;Local-gov;Divorced;Adm-clerical;Some-college
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Male;<=50K;White;Local-gov;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Female;<=50K;White;Private;Separated;Machine-op-inspct;5th-6th
Female;<=50K;White;Private;Divorced;Prof-specialty;Some-college
Male;<=50K;White;Local-gov;Married-civ-spouse;Other-service;1st-4th
Female;<=50K;Black;Private;Divorced;Priv-house-serv;7th-8th
Male;>50K;White;Private;Married-civ-spouse;Sales;Assoc-acdm
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college
Female;>50K;White;Private;Divorced;Exec-managerial;Bachelors
Female;<=50K;Black;State-gov;Never-married;Prof-specialty;Bachelors
Male;<=50K;White;Private;Never-married;Exec-managerial;Masters
Male;<=50K;Amer-Indian-Eskimo;Private;Married-civ-spouse;Prof-specialty;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Female;<=50K;White;Private;Never-married;Craft-repair;Some-college
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Masters
Male;<=50K;White;Private;Never-married;Sales;HS-grad
Female;<=50K;White;Private;Never-married;Sales;Some-college
Female;<=50K;White;Private;Divorced;Craft-repair;HS-grad
Female;>50K;White;Private;Never-married;Tech-support;Some-college
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad
Male;>50K;Other;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Prof-school
Male;<=50K;White;Local-gov;Married-civ-spouse;Transport-moving;Bachelors
Female;<=50K;White;Private;Never-married;Other-service;11th
Male;<=50K;White;Private;Never-married;Machine-op-inspct;1st-4th
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters
Female;<=50K;White;Local-gov;Divorced;Exec-managerial;Masters
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Assoc-voc
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad
Female;>50K;White;Private;Married-AF-spouse;Other-service;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Some-college
Female;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate
Male;>50K;White;Private;Never-married;Prof-specialty;Masters
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad
Female;<=50K;White;Private;Divorced;Exec-managerial;HS-grad
Male;<=50K;White;Private;Never-married;Exec-managerial;Some-college
Female;<=50K;White;State-gov;Never-married;Adm-clerical;Assoc-voc
Male;<=50K;White;Private;Never-married;Handlers-cleaners;10th
Male;<=50K;Black;Private;Married-civ-spouse;Craft-repair;10th
Male;>50K;White;Federal-gov;Married-civ-spouse;Adm-clerical;Some-college
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Masters
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad
Male;<=50K;White;State-gov;Never-married;Prof-specialty;Some-college
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;11th
Female;<=50K;White;Private;Never-married;Other-service;HS-grad
Male;<=50K;White;Private;Never-married;Sales;HS-grad
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Some-college
Female;<=50K;White;Federal-gov;Divorced;Exec-managerial;Some-college
Female;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;Some-college
Female;<=50K;White;Private;Divorced;Other-service;HS-grad
Female;<=50K;White;Local-gov;Never-married;Adm-clerical;Some-college
Female;<=50K;Black;Private;Separated;Exec-managerial;Bachelors
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad
Female;<=50K;White;Private;Divorced;Prof-specialty;Bachelors
Male;<=50K;Black;Private;Never-married;Tech-support;Some-college
Male;>50K;Black;Local-gov;Married-civ-spouse;Exec-managerial;Masters
Male;>50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college
Male;<=50K;White;Local-gov;Divorced;Handlers-cleaners;Some-college
Female;<=50K;White;State-gov;Divorced;Adm-clerical;HS-grad
Female;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad
Female;<=50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters
