sex;salary-class;race;workclass;marital-status;occupation;education;native-country
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;12th;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Private;Separated;Machine-op-inspct;Some-college;United-States
Female;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States
Male;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States
Female;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Some-college;United-States
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;10th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Bachelors;United-States
Male;<=50K;White;Local-gov;Never-married;Protective-serv;Assoc-voc;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;Assoc-voc;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;<=50K;White;Self-emp-inc;Never-married;Exec-managerial;Some-college;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Exec-managerial;Assoc-voc;United-States
Female;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Protective-serv;Some-college;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;Some-college;United-States
Female;<=50K;White;State-gov;Never-married;Exec-managerial;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Other-service;9th;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Doctorate;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Bachelors;United-States
Male;<=50K;Amer-Indian-Eskimo;Private;Married-spouse-absent;Handlers-cleaners;11th;Mexico
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;<=50K;Black;Federal-gov;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Masters;Scotland
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Doctorate;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Machine-op-inspct;9th;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;Bachelors;United-States
Female;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Female;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Sales;11th;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Female;<=50K;White;Private;Widowed;Sales;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;11th;United-States
Female;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Female;<=50K;White;State-gov;Never-married;Tech-support;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Masters;United-States
Female;>50K;White;Private;Divorced;Sales;Bachelors;United-States
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Sales;Assoc-voc;United-States
Female;<=50K;White;Federal-gov;Divorced;Prof-specialty;Masters;United-States
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;Asian-Pac-Islander;Without-pay;Married-civ-spouse;Adm-clerical;HS-grad;Philippines
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Female;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;10th;United-States
Female;<=50K;White;Federal-gov;Divorced;Adm-clerical;HS-grad;United-States
Male;<=50K;Black;Local-gov;Divorced;Other-service;HS-grad;United-States
Female;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States
Female;<=50K;White;Private;Separated;Sales;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Craft-repair;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;7th-8th;United-States
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Tech-support;Some-college;United-States
Male;>50K;Black;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States
Female;<=50K;Black;Private;Never-married;Machine-op-inspct;Some-college;United-States
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;Other;Local-gov;Never-married;Adm-clerical;Some-college;Ecuador
Female;>50K;White;Private;Never-married;Craft-repair;Some-college;United-States
Female;<=50K;Black;Private;Never-married;Adm-clerical;HS-grad;United-States
Female;>50K;White;Private;Divorced;Other-service;HS-grad;United-States
Female;>50K;White;Private;Married-spouse-absent;Sales;Bachelors;United-States
Male;<=50K;White;Private;Divorced;Prof-specialty;Masters;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Female;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;HS-grad;United-States
Female;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;Bachelors;United-States
Female;<=50K;Black;Private;Never-married;Adm-clerical;HS-grad;Trinadad&Tobago
Female;<=50K;White;Private;Never-married;Sales;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Assoc-voc;United-States
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Farming-fishing;Some-college;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad;United-States
Male;<=50K;Asian-Pac-Islander;Local-gov;Never-married;Adm-clerical;Bachelors;India
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Sales;Assoc-acdm;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Sales;Assoc-acdm;United-States
Female;<=50K;White;Local-gov;Divorced;Adm-clerical;Bachelors;Dominican-Republic
Female;>50K;White;Private;Married-civ-spouse;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;11th;United-States
Female;<=50K;White;Federal-gov;Divorced;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;El-Salvador
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Divorced;Farming-fishing;10th;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Sales;10th;United-States
Male;<=50K;White;State-gov;Married-civ-spouse;Prof-specialty;Prof-school;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Female;<=50K;White;Self-emp-inc;Never-married;Adm-clerical;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Bachelors;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;7th-8th;United-States
Male;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school;United-States
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Assoc-voc;United-States
Male;<=50K;White;Self-emp-not-inc;Divorced;Craft-repair;HS-grad;United-States
Female;>50K;White;Private;Separated;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;Black;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad;United-States
Female;<=50K;White;Self-emp-inc;Widowed;Exec-managerial;12th;United-States
Male;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;HS-grad;United-States
Male;<=50K;Amer-Indian-Eskimo;Private;Married-civ-spouse;Sales;Some-college;United-States
Male;>50K;Black;Private;Married-civ-spouse;Prof-specialty;Assoc-voc;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;HS-grad;United-States
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Sales;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Prof-specialty;Masters;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;>50K;White;Local-gov;Married-civ-spouse;Protective-serv;Some-college;United-States
Female;<=50K;White;Local-gov;Divorced;Prof-specialty;Bachelors;United-States
Female;<=50K;White;Private;Separated;Sales;5th-6th;Mexico
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;9th;United-States
Female;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Masters;United-States
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Male;<=50K;White;Private;Separated;Other-service;Some-college;United-States
Female;<=50K;White;Local-gov;Never-married;Other-service;10th;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;Some-college;United-States
Female;<=50K;White;Private;Never-married;Other-service;Some-college;United-States
Female;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Priv-house-serv;5th-6th;El-Salvador
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Adm-clerical;7th-8th;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Prof-specialty;HS-grad;United-States
Male;>50K;White;Private;Never-married;Craft-repair;Assoc-acdm;United-States
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Exec-managerial;Assoc-voc;South
Male;>50K;White;Private;Divorced;Craft-repair;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Tech-support;Some-college;United-States
Male;<=50K;White;Private;Separated;Craft-repair;HS-grad;United-States
Male;<=50K;White;State-gov;Never-married;Other-service;Some-college;United-States
Female;<=50K;White;Local-gov;Divorced;Exec-managerial;Masters;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Prof-school;United-States
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Tech-support;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Tech-support;Assoc-acdm;United-States
Male;<=50K;White;Local-gov;Never-married;Exec-managerial;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;Black;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;Masters;United-States
Male;<=50K;Black;State-gov;Never-married;Adm-clerical;Masters;United-States
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Craft-repair;Bachelors;Vietnam
Female;<=50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Female;<=50K;White;State-gov;Separated;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Protective-serv;12th;United-States
Male;>50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Some-college;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;1st-4th;Mexico
Male;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;<=50K;White;Self-emp-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Prof-school;United-States
Female;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;Some-college;United-States
Female;<=50K;Black;Private;Widowed;Machine-op-inspct;Some-college;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;Bachelors;Canada
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Female;<=50K;White;State-gov;Divorced;Adm-clerical;Some-college;United-States
Male;<=50K;Black;Federal-gov;Never-married;Tech-support;Some-college;United-States
Male;<=50K;Other;Private;Married-civ-spouse;Craft-repair;HS-grad;Mexico
Male;<=50K;Black;Private;Married-civ-spouse;Machine-op-inspct;5th-6th;United-States
Male;>50K;White;Private;Divorced;Prof-specialty;HS-grad;United-States
Female;<=50K;Black;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;Asian-Pac-Islander;Federal-gov;Never-married;Other-service;11th;Philippines
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Transport-moving;10th;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;Black;Self-emp-not-inc;Never-married;Sales;HS-grad;United-States
Female;<=50K;White;Federal-gov;Never-married;Sales;Some-college;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Exec-managerial;HS-grad;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Sales;Masters;United-States
Female;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;Greece
Female;<=50K;White;Private;Divorced;Sales;Bachelors;United-States
Female;<=50K;White;Private;Separated;Exec-managerial;HS-grad;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad;United-States
Female;>50K;White;Private;Divorced;Exec-managerial;Some-college;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Prof-specialty;Prof-school;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Assoc-acdm;United-States
Male;<=50K;White;Federal-gov;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Federal-gov;Married-civ-spouse;Craft-repair;Assoc-voc;United-States
Female;<=50K;White;Private;Divorced;Prof-specialty;10th;United-States
Male;<=50K;Black;Local-gov;Divorced;Protective-serv;Some-college;United-States
Female;<=50K;White;Private;Never-married;Transport-moving;HS-grad;Mexico
Female;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Exec-managerial;Masters;United-States
Male;<=50K;White;Private;Never-married;Other-service;Bachelors;Ecuador
Male;<=50K;White;Private;Never-married;Adm-clerical;Bachelors;United-States
Male;<=50K;White;Private;Never-married;Machine-op-inspct;HS-grad;Mexico
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Female;<=50K;Black;Private;Divorced;Priv-house-serv;5th-6th;United-States
Male;<=50K;White;State-gov;Married-civ-spouse;Protective-serv;HS-grad;United-States
Male;<=50K;White;Private;Divorced;Transport-moving;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Sales;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Female;>50K;White;Private;Divorced;Craft-repair;9th;United-States
Male;<=50K;Asian-Pac-Islander;Private;Married-civ-spouse;Craft-repair;HS-grad;Japan
Male;<=50K;Black;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;HS-grad;United-States
Female;<=50K;Black;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Female;>50K;White;Private;Divorced;Exec-managerial;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Sales;Some-college;United-States
Female;<=50K;White;Self-emp-inc;Never-married;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Widowed;Sales;Assoc-voc;United-States
Male;<=50K;Amer-Indian-Eskimo;Private;Married-civ-spouse;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;Some-college;United-States
Female;<=50K;White;Private;Never-married;Exec-managerial;HS-grad;United-States
Male;>50K;Asian-Pac-Islander;Private;Separated;Craft-repair;Assoc-acdm;United-States
Male;>50K;Black;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States
Female;<=50K;Amer-Indian-Eskimo;Private;Never-married;Machine-op-inspct;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Assoc-acdm;United-States
Female;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States
Male;>50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;1st-4th;Mexico
Female;<=50K;White;Federal-gov;Divorced;Adm-clerical;HS-grad;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Male;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;1st-4th;Mexico
Female;<=50K;White;Private;Divorced;Adm-clerical;Assoc-voc;United-States
Male;<=50K;Black;Private;Married-civ-spouse;Tech-support;Assoc-voc;Jamaica
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Machine-op-inspct;HS-grad;United-States
Female;<=50K;Black;Private;Separated;Priv-house-serv;Assoc-voc;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Farming-fishing;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Prof-specialty;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Exec-managerial;Prof-school;United-States
Male;>50K;White;Private;Divorced;Tech-support;HS-grad;United-States
Male;>50K;White;Federal-gov;Married-civ-spouse;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Assoc-acdm;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;>50K;White;Private;Divorced;Sales;Bachelors;United-States
Male;>50K;White;Self-emp-inc;Never-married;Craft-repair;Prof-school;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;10th;Yugoslavia
Male;<=50K;White;Private;Never-married;Craft-repair;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Sales;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Other-service;1st-4th;England
Male;<=50K;White;Private;Divorced;Craft-repair;11th;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;HS-grad;United-States
Female;<=50K;Black;Private;Never-married;Handlers-cleaners;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Transport-moving;Some-college;United-States
Male;<=50K;White;Private;Never-married;Transport-moving;HS-grad;United-States
Female;<=50K;White;Private;Never-married;Adm-clerical;Some-college;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Exec-managerial;Assoc-voc;United-States
Female;<=50K;White;Self-emp-not-inc;Divorced;Exec-managerial;HS-grad;United-States
Female;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Male;<=50K;White;Private;Never-married;Farming-fishing;9th;United-States
Male;>50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Female;<=50K;White;Private;Divorced;Machine-op-inspct;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Handlers-cleaners;1st-4th;Mexico
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;11th;United-States
Male;>50K;White;Private;Married-civ-spouse;Exec-managerial;Some-college;United-States
Male;>50K;White;Self-emp-inc;Married-civ-spouse;Prof-specialty;Prof-school;United-States
Male;>50K;White;Private;Married-civ-spouse;Machine-op-inspct;Some-college;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Craft-repair;7th-8th;United-States
Male;<=50K;White;Private;Never-married;Sales;Bachelors;United-States
Male;<=50K;White;Local-gov;Married-civ-spouse;Tech-support;Bachelors;United-States
Male;<=50K;White;Private;Married-civ-spouse;Farming-fishing;HS-grad;France
Male;>50K;White;Private;Married-civ-spouse;Sales;Bachelors;United-States
Male;<=50K;White;Local-gov;Divorced;Exec-managerial;Bachelors;Germany
Male;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;Some-college;United-States
Male;>50K;White;Private;Married-civ-spouse;Prof-specialty;Some-college;United-States
Male;>50K;White;Self-emp-not-inc;Married-civ-spouse;Prof-specialty;Prof-school;United-States
Male;<=50K;White;Private;Married-civ-spouse;Handlers-cleaners;7th-8th;United-States
Female;<=50K;White;Private;Separated;Other-service;11th;United-States
Male;<=50K;White;Private;Never-married;Exec-managerial;Bachelors;United-States
Male;<=50K;Black;Private;Never-married;Other-service;HS-grad;United-States
Male;<=50K;White;Private;Married-civ-spouse;Craft-repair;Some-college;United-States
Male;<=50K;White;Private;Married-civ-spouse;Sales;Some-college;United-States
Female;<=50K;White;Private;Married-civ-spouse;Other-service;Some-college;United-States
Male;<=50K;White;Self-emp-not-inc;Married-civ-spouse;Sales;HS-grad;United-States
Male;<=50K;White;Private;Never-married;Other-service;12th;United-States
Female;<=50K;Black;Private;Widowed;Tech-support;Assoc-voc;United-States
Female;<=50K;White;Private;Divorced;Adm-clerical;HS-grad;United-States
Male;<=50K;Black;State-gov;Married-civ-spouse;Exec-managerial;Masters;Jamaica
Male;<=50K;White;Self-emp-not-inc;Never-married;Craft-repair;Assoc-voc;United-States
Male;<=50K;Black;Private;Never-married;Other-service;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Sales;Masters;United-States
Male;<=50K;Asian-Pac-Islander;Private;Never-married;Craft-repair;HS-grad;South
Male;<=50K;White;Private;Married-civ-spouse;Tech-support;Assoc-acdm;United-States
Female;<=50K;White;Private;Married-civ-spouse;Adm-clerical;HS-grad;United-States
Female;<=50K;White;Private;Divorced;Exec-managerial;Bachelors;United-States
Male;<=50K;White;Self-emp-inc;Never-married;Sales;Bachelors;United-States
